timestamp,event,node_id,worker_url,detail,elapsed_silent_s
1778353750.9205,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,89.366
1778353762.0007,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,40.099
1778353762.0031,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,39.388
1778353762.0051,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,40.069
1778353762.0061,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,39.38
1778353762.0072,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,41.933
1778353777.2872,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,40.793
1778353777.2892,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,40.016
1778353777.2912,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,40.661
1778353777.2932,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,40.061
1778353777.2952,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,42.477
1778353788.1107,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,44.321
1778353788.1167,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,43.506
1778353788.1207,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,44.164
1778353788.1267,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,43.553
1778353788.1287,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,46.004
1778353800.9528,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,49.841
1778353800.9551,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,49.081
1778353800.9571,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,49.697
1778353800.9581,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,49.096
1778353800.9611,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,51.585
1778353814.263,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,55.849
1778353814.267,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,55.709
1778353814.2685,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,55.132
1778353814.2715,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,57.62
1778353827.4938,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,68.333
1778353827.8169,WORKER_RECOVERED,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Health check passed,0.0
1778353843.2779,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,70.231
1778353843.2883,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,76.872
1778353843.2991,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,70.074
1778353843.3081,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,69.614
1778353843.3221,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,72.083
1778353856.946,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,83.284
1778353871.5186,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,69.34
1778353871.5279,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,76.011
1778353871.532,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,76.451
1778353871.5908,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,76.03
1778353871.6008,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,71.094
1778353884.98,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,82.589
1778353930.5712,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,106.496
1778353930.5812,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,105.905
1778353930.5832,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,106.34
1778353930.5881,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,105.949
1778353930.5942,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,108.243
1778353942.1064,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,96.129
1778353942.1084,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,102.833
1778353942.1104,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,103.326
1778353942.1134,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,102.867
1778353942.1154,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,97.827
1778353955.1691,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,101.884
1778353955.1721,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,101.308
1778353955.1771,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,101.664
1778353955.1841,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,101.276
1778353955.1881,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,103.607
1778353966.0496,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,105.486
1778353966.0512,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,104.917
1778353966.0533,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,105.234
1778353966.0543,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,104.886
1778353966.0573,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,107.169
1778353977.2085,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,58.215
1778353977.2111,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,57.778
1778353977.2132,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,57.921
1778353977.2152,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,57.794
1778353977.2162,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,59.846
1778353988.4474,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,47.489
1778353988.4494,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,47.063
1778353988.4504,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,47.189
1778353988.4514,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,47.142
1778353988.4524,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,49.206
1778353999.3939,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,36.599
1778353999.3949,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,36.162
1778353999.3949,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,36.317
1778353999.3959,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,36.256
1778353999.3969,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,30.968
1778354049.5561,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,32.986
1778354049.5616,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,28.923
1778354062.7012,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,34.641
1778354062.7038,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,34.641
1778354062.7078,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,34.641
1778354063.101,WORKER_RECOVERED,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Health check passed,0.0
1778354119.2078,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,82.743
1778354119.2098,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,84.066
1778354119.2124,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,76.837
1778354119.2154,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,84.081
1778354119.2175,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,77.025
1778354131.9719,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,89.568
1778354131.9806,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,89.568
1778354142.4402,WORKER_RECOVERED,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Health check passed,0.0
1778354142.4518,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,92.764
1778354142.4528,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,92.796
1778354142.4538,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,92.786
1778354142.4538,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,92.976
1778354146.2128,WORKER_RECOVERED,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Health check passed,0.0
1778354149.0303,WORKER_RECOVERED,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Health check passed,0.0
1778354154.6372,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,81.557
1778354154.6402,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,83.078
1778354154.6432,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,83.14
1778354154.6472,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,83.281
1778354158.9988,WORKER_RECOVERED,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Health check passed,0.0
1778354165.5148,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,26.857
1778354165.5158,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,28.348
1778354165.5168,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,28.552
1778354165.5178,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,28.491
1778354165.5178,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,28.551
1778354179.4409,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,33.506
1778354179.4419,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,35.002
1778354179.4429,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,35.19
1778354179.4439,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,35.158
1778354179.4449,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,35.19
1778354190.3633,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,37.114
1778354190.3653,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,31.368
1778354190.3664,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,31.526
1778354190.3673,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,31.51
1778354190.3683,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,31.542
1778354200.9682,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,25.954
1778354200.9692,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,27.386
1778354200.9712,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,27.541
1778354200.9733,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,27.525
1778354200.9743,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,27.541
1778354222.436,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,32.907
1778354222.437,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,34.32
1778354222.4381,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,34.384
1778354222.439,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,34.415
1778354222.439,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,34.415
1778354233.328,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,29.229
1778354233.329,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,30.682
1778354233.3301,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,30.763
1778354233.331,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,30.763
1778354233.331,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,30.794
1778354244.2398,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,32.846
1778354244.2408,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,27.062
1778354244.2418,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,27.123
1778354244.2428,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,27.107
1778354244.2428,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,27.139
1778354255.0609,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,29.144
1778354255.0619,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,30.627
1778354255.0629,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,30.675
1778354255.0639,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,30.643
1778354255.0649,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,30.691
1778354266.3085,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,33.108
1778354266.3115,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,27.319
1778354266.3125,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,27.365
1778354266.3135,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,27.365
1778354266.3155,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,27.398
1778354277.3936,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,29.65
1778354277.3956,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,31.128
1778354277.3966,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,31.173
1778354277.3976,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,31.144
1778354277.3996,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,31.206
1778354288.7161,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,33.717
1778354288.7171,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,35.169
1778354288.7181,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,35.23
1778354288.7191,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,35.216
1778354288.7211,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,35.264
1778354299.4631,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,29.923
1778354299.4651,WORKER_DEAD,9275aeee-0c12-f1df-d755-59696d64d815,http://localhost:8002,Heartbeat timeout,31.368
1778354299.4671,WORKER_DEAD,7b06ed3c-f54f-bf4c-54b4-c9384141bf7a,http://localhost:8003,Heartbeat timeout,31.43
1778354299.4691,WORKER_DEAD,248c8b47-d649-f522-2854-d6a00d879678,http://localhost:8005,Heartbeat timeout,31.399
1778354299.4711,WORKER_DEAD,6c895c2b-4fe6-7381-1a6f-d34d452aabb4,http://localhost:8004,Heartbeat timeout,31.46
1778354310.1124,WORKER_DEAD,69f39c8d-7f35-c749-67ca-82e6317f56de,http://localhost:8001,Heartbeat timeout,26.017
